stop_name,type,line_name,stop_id,location,identifier,latitude,longitude,match_score,matched_name,matched_stop_id,matched_historical_lines,location_from
"Glienicke, Kirche",autobus,7,19710_east,"52.63062737184449, 13.312861916755343",,,,,,,,1971329.0
Elsässerstr.,autobus,7,19711_east,"52.63337294510061, 13.345103420124245",,,,,,,,1971250.0
"Schildow, Kirche",autobus,7,19712_east,"52.63581867397586, 13.377719168374458",,,,,,,,1971965.0
"Blankenfelde, Hauptstr.",autobus,7,19713_east,"52.63002534735451, 13.38262328371393",,,,,,,,1971136.0
Industriebahn,autobus,7,19714_east,"52.618604307482244, 13.390395775797886",,,,,,,,1971486.0
Nordend,autobus,7,19715_east,"52.59006569360479, 13.401740566033476",,,,,,,,1971731.0
Kurt-Fischer-Platz,autobus,7,19716_east,"52.57973292845757, 13.398330728468228",,,,,,,,1971579.0
"Pankow, Rathaus",autobus,7,19717_east,"52.56953908840178, 13.404186437171612",,,,,,,,1971777.0
U-Bhf. Pankow,autobus,7,19718_east,"52.56721533989539, 13.412199219637507",,,,,,,,19711140.0
Mahlsdorferallee,autobus,8,19719_east,"52.47821522453253, 13.62080080927949",,,,,,,,1971663.0
Hultschinerdamm,autobus,8,197110_east,"52.47711373957008, 13.600598140620137",,,,,,,,1971470.0
Sadowastr.,autobus,8,197111_east,"52.482675472271694, 13.584833068425244",,,,,,,,1971958.0
Köpenickerstr.,autobus,8,197112_east,"52.48661965394429, 13.560355132284862",,,,,,,,1971594.0
Oberfeldstr.,autobus,8,197113_east,"52.50917456097708, 13.553299967800196",,,,,,,,1971735.0
Am Tierpark,autobus,8,197114_east,"52.50960268197341, 13.518977597557999",,,,,,,,197153.0
U-Bhf. Friedrichsfelde,autobus,8,197115_east,"52.50624112361932, 13.512853060220209",,,,,,,,19711120.0
Kurischestr.,autobus,9,197116_east,"52.53541468899389, 13.439085794623837",,,,,,,,1971578.0
Hufelandstr.,autobus,9,197117_east,"52.5330277403084, 13.429355314635904",,,,,,,,1971469.0
Königstor,autobus,9,197118_east,"52.52520269485428, 13.419834994127731",,,,,,,,1971588.0
Hans-Beimlerstr.,autobus,9,197119_east,"52.52515376382797, 13.419905951093401",,,,,,,,1971388.0
Breitestr.,autobus,9,197120_east,"52.5140675536693, 13.40574007426647",,,,,,,,1971153.0
Charlottenstr.,autobus,9,197121_east,"52.51488332393998, 13.391126616035603",,,,,,,,1971194.0
Otto-Grotewohlstr.,autobus,9,197122_east,"52.51648503643047, 13.380749190010452",,,,,,,,1971769.0
Arkonaplatz,autobus,16,197123_east,"52.53753415367688, 13.401767623579223",,,,,,,,197162.0
Brunnenstr.,autobus,16,197124_east,"52.53262273090187, 13.39887551925609",,,,,,,,1971166.0
Rosenthalerplatz,autobus,16,197125_east,"52.5296729549826, 13.401428926082492",,,,,,,,1971890.0
Alexanderplatz,autobus,16,197126_east,"52.52005246558073, 13.413957243449447",Q65548996+nan,,,,,,,197113.0
