stop_order,stop_id,line_id,distance_meters
0,19670_east,19671_east,423.3563749678972
1,19671_east,19671_east,1245.2112083906509
2,19672_east,19671_east,948.4417016537473
3,19673_east,19671_east,1424.983765755102
4,19674_east,19671_east,1115.354469249847
5,19675_east,19671_east,1852.9945549201398
6,19676_east,19671_east,1020.6845130758277
7,19677_east,19671_east,1485.441782351224
8,19678_east,19671_east,1135.9990449615088
9,19679_east,19671_east,734.5788192004492
10,196710_east,19671_east,
0,196711_east,19672_east,910.2025040154085
1,196712_east,19672_east,74.87125382613776
2,196713_east,19672_east,1087.4341434426358
3,196714_east,19672_east,423.1935778803812
4,196715_east,19672_east,362.8302661146504
5,196716_east,19672_east,436.3314773761126
6,196717_east,19672_east,858.3027402224645
7,196718_east,19672_east,822.3349297930378
8,196719_east,19672_east,660.1881252983035
9,196720_east,19672_east,696.9579387407435
10,196721_east,19672_east,885.1495968873576
11,196722_east,19672_east,463.95962279448173
12,196723_east,19672_east,
0,196724_east,19673_east,795.0429236702685
1,196725_east,19673_east,1953.4491352882076
2,196726_east,19673_east,1106.7604808413773
3,196727_east,19673_east,1087.7484575959916
4,196728_east,19673_east,436.3314773761126
5,196729_east,19673_east,858.3027402224645
6,196730_east,19673_east,822.3349297930378
7,196731_east,19673_east,660.1881252983035
8,196732_east,19673_east,696.9579387407435
9,196733_east,19673_east,885.1495968873576
10,196734_east,19673_east,463.95962279448173
11,196735_east,19673_east,
0,196736_east,19674_east,1236.3896825741392
1,196737_east,19674_east,1286.3716677630011
2,196738_east,19674_east,1085.1595773663262
3,196739_east,19674_east,457.5995562968838
4,196740_east,19674_east,1239.9108862281507
5,196741_east,19674_east,650.4558805447274
6,196742_east,19674_east,489.8203288667311
7,196743_east,19674_east,1028.310335717693
8,196744_east,19674_east,
0,196745_east,19675_east,1025.25169258668
1,196746_east,19675_east,464.5817563357529
2,196747_east,19675_east,1203.9123787108456
3,196748_east,19675_east,1239.9108862281507
4,196749_east,19675_east,650.4558805447274
5,196750_east,19675_east,489.8203288667311
6,196751_east,19675_east,1028.310335717693
7,196752_east,19675_east,1275.9481087827214
8,196753_east,19675_east,1023.7278927342999
9,196754_east,19675_east,705.9913824307245
10,196755_east,19675_east,471.2466625999281
