stop_name,type,line_name,stop_id,location,identifier,latitude,longitude,match_score,matched_name,matched_stop_id,matched_historical_lines,location_from
Daimlerstr.,tram,15,19640_west,"52.42636276,13.37438168",,52.42636276,13.37438168,90.0,Großbeerenstr. Ecke Daimlerstr.,19651_west,['15'],
Großbeerenstr. Ecke Lankwitzerstr.,tram,15,19641_west,"52.43791017,13.38048153",,,,,,,,1964410.0
Körtingstr.,tram,15,19642_west,"52.43481353,13.37831564",,52.43481353,13.37831564,90.0,Körtingstr. Ecke Großbeerenstr.,19652_west,['15'],
Mariendorferdamm,tram,15,19643_west,"52.44016815,13.38730997",,52.44016815,13.38730997,90.0,Mariendorferdamm Ecke Alt-Mariendorf,19653_west,['15'],
Imbrosweg,tram,15,19644_west,"52.44352627,13.39862544",,52.44352627,13.39862544,90.0,Imbrosweg Ecke Rixdorferstr.,19654_west,['15'],
Mariendorfer Friedhof,tram,15,19645_west,"52.44953069,13.40475593",,,,,,,,1964776.0
Industriestr.,tram,15,19646_west,"52.45533607,13.40989571",,52.45533607,13.40989571,90.0,Industriestr. Ecke Gottlieb-Dunkel-Str.,19656_west,['15'],
Germaniastr.,tram,15,19647_west,"52.46053987,13.41805889",,52.46053987,13.41805889,90.0,Germaniastr. Ecke Gottlieb-Dunkel-Str.,19657_west,['15'],
Frauenklinik,tram,15,19648_west,"52.46394991,13.42750955",,52.46394991,13.42750955,90.0,"Frauenklinik, Mariendorferweg",19658_west,['15'],
Hermannstr.,tram,15,19649_west,"52.46638908,13.43610847",,52.466389076559096,13.436108467114586,90.0,Hermannstr./Britzerdamm,19659_west,['15'],
U-Bhf. Neukölln,tram,15,196410_west,"52.46965568,13.44161494",,52.46965568,13.44161494,100.0,U-Bhf. Neukölln,196510_west,['15'],
Richardstr.,tram,15,196411_west,"52.47098038,13.44634551",,52.47098038,13.44634551,90.0,Richardstr. Ecke Braunschweigerstr.,196511_west,['15'],
Saalestr. Ecke Sonnenallee,tram,15,196412_west,"52.47384843,13.45589857",,52.47384843,13.45589857,100.0,Saalestr. Ecke Sonnenallee,196512_west,['15'],
Dammweg,tram,15,196413_west,"52.47028918,13.46461967",,52.47028918,13.46461967,90.0,Dammweg Ecke Sonnenallee,196513_west,['15'],
Schulenburgpark,tram,15,196414_west,"52.46666061,13.47029259",,52.46666061,13.47029259,100.0,Schulenburgpark,196514_west,['15'],
Gradestr. Ecke Tempelhoferweg,tram,47,196415_west,"52.45253932,13.43305683",,52.45253932,13.43305683,100.0,Gradestr. Ecke Tempelhoferweg,196515_west,['47'],
U-Bhf. Blaschko-Allee,tram,47,196416_west,"52.45247429,13.44902591",,52.45247429,13.44902591,98.0,U-Bhf. Blaschkoallee,196516_west,['47'],
Buschkrug,tram,47,196417_west,"52.44543069,13.45497615",,52.44543069,13.45497615,90.0,Parchimerallee Ecke Buschkrugallee,196519_west,['47'],
Onkel-Herse-Str.,tram,47,196418_west,"52.44824572,13.45392578",,52.44824572,13.45392578,90.0,Onkel-Herse-Str. Ecke Buschkrugallee,196518_west,['47'],
Parachimerallee Ecke Buschkrugallee,tram,47,196419_west,"52.44543069,13.45497615",,52.44543069,13.45497615,99.0,Parchimerallee Ecke Buschkrugallee,196519_west,['47'],
Grünerweg Ecke Buschkrugallee,tram,47,196420_west,"52.44256249,13.45634565",,52.44256249,13.45634565,100.0,Grünerweg Ecke Buschkrugallee,196520_west,['47'],
Krankenhaus Neukölln,tram,47,196421_west,"52.43977054,13.45935906",,52.43977054,13.45935906,100.0,Krankenhaus Neukölln,196521_west,['47'],
Johannisthalerchaussee Ecke Rudowerstr.,tram,47,196422_west,"52.43431775,13.46904333",,52.43431775,13.46904333,99.0,Johannisthaler Chaussee Ecke Rudowerstr.,196522_west,['47'],
Wildmeisterdamm Ecke Neuköllnerstr.,tram,47,196423_west,"52.42577675,13.48323925",,52.42577675,13.48323925,100.0,Wildmeisterdamm Ecke Neuköllnerstr.,196523_west,['47'],
Stubenrauchstr.,tram,47,196424_west,"52.42416862,13.48544348",,52.42416862,13.48544348,90.0,Stubenrauchstr. Ecke Neuköllnerstr.,196524_west,['47'],
Köpenickerstr. Ecke Neuköllnerstr.,tram,47,196425_west,"52.41693184,13.49408867",,52.41693184,13.49408867,100.0,Köpenickerstr. Ecke Neuköllnerstr.,196525_west,['47'],
Große-Ziethenchaussee Ecke Waltersdorferchaussee,tram,47,196426_west,"52.40158343,13.51356283",,,,,,,,1964412.0
Richard-Wagner-Platz,tram,53,196427_west,"52.51757062,13.30624812",,,,,,,,19641005.0
Luisenplatz,tram,53,196428_west,"52.52039497,13.29942701",,52.52039497,13.29942701,100.0,Luisenplatz,196530_west,['53'],
Klausenerplatz,tram,53,196429_west,"52.51920201,13.29186737",,,,,,,,1964609.0
Königin-Elisabeth-Str.,tram,53,196430_west,"52.51841662,13.28018527",,,,,,,,1964670.0
Kirschenallee,tram,53,196431_west,"52.52038534,13.26714901",,52.52038534,13.26714901,90.0,Kirschenallee Ecke Spandauerdamm,196532_west,['53'],
Schloss Ruhwald,tram,53,196432_west,"52.52160139,13.26039647",,,,,,,,19641100.0
U-Bhf. Ruhleben,tram,53,196433_west,"52.52595777,13.24137187",,52.52595777,13.24137187,100.0,U-Bhf. Ruhleben,196534_west,['53'],
Teltowerstr.,tram,53,196434_west,"52.52649488,13.21644671",,52.52649488,13.21644671,90.0,Teltowerstr. Ecke Ruhlebenerstr.,196535_west,['53'],
Freiheit,tram,53,196435_west,"52.53269779,13.20751844",,,,,,,,1964345.0
"Spandau, Markt",tram,53,196436_west,"52.53784350,13.20413543",,,,,,,,19641172.0
Hafenplatz,tram,53,196437_west,"52.54229255,13.20620113",,,,,,,,1964441.0
Lynastr. Ecke Neuendorferstr.,tram,53,196438_west,"52.54898037,13.21025253",,52.54898037,13.21025253,98.0,Lynarstr. Ecke Neuendorferstr.,196539_west,['53'],
Hohenzollernring,tram,53,196439_west,"52.55534807,13.19865762",,,,,,,,1964522.0
