stop_name,type,line_name,stop_id,location,identifier,latitude,longitude,match_score,matched_name,matched_stop_id,matched_historical_lines,location_from
Schillingbrücke (Ostbahnhof),tram,1,19600_unified,"52.51050795,13.43022032",,,,,,,,1956944.0
U-Bhf. Strausbergerplatz,tram,1,19601_unified,"52.51808307,13.43293834",,,,,,,,19601256.0
Stalinallee,tram,1,19602_unified,"52.51808307,13.43293834",,,,,,,,19601138.0
Leninplatz,tram,1,19603_unified,"52.52326580,13.43264570",Q65553105,,,,,,,1960704.0
"Alexanderplats, Memhardstr.",tram,1,19604_unified,"52.52334390,13.41107730",Q65227406,,,,,,,196011.0
Rosenthalerplatz,tram,1,19605_unified,"52.53017690,13.40161210",Q65093945,,,,,,,1960991.0
Brunnen Ecke Invalidenstr.,tram,1,19606_unified,"52.53245420,13.39742360",Q65691740,,,,,,,1960232.0
Invalidenstr. Ecke Chausseestr.,tram,1,19607_unified,"52.53041580,13.38273020",Q65552697,,,,,,,1960562.0
"Weidendammbrücke, Bhf. Friedrichstr.",tram,1,19608_unified,"52.52169302,13.38797771",,,,,,,,19561179.0
Am Kupfergraben,tram,1,19609_unified,"52.51942080,13.39538390",Q65055027,,,,,,,196041.0
Köpenickerstr. Ecke Adalbertstr.,tram,11,196010_unified,"52.50851870,13.42536747",,,,,,,,1960684.0
Bhf. Jannowitzbrücke,tram,11,196011_unified,"52.51476677,13.41791870",,,,,,,,1956122.0
"Alexanderplatz, Memhardstr.",tram,11,196012_unified,"52.52334390,13.41107730",Q65227406,,,,,,,196016.0
Rosenthalerplatz,tram,11,196013_unified,"52.53017690,13.40161210",Q65093945,,,,,,,1960991.0
Brunnen Ecke Invalidenstr.,tram,11,196014_unified,"52.53245420,13.39742360",Q65691740,,,,,,,1960232.0
Invalidenstr. Ecke Chausseestr.,tram,11,196015_unified,"52.53041580,13.38273020",Q65552697,,,,,,,1960562.0
"Oranienburger Tor, Hannoverschestr.",tram,11,196016_unified,"52.52693581,13.38457082",,,,,,,,1960849.0
"Klingenberg, Blockdammweg",tram,13,196017_unified,"52.48424620,13.51046090",Q66085182,,,,,,,1960619.0
Karlshorsterstr.,tram,13,196018_unified,"52.50233410,13.47546688",,,,,,,,1960598.0
Holteistr.,tram,13,196019_unified,"52.50882350,13.46596900",Q65675805,,,,,,,1960540.0
Frankfurter Tor/Stalinallee,tram,13,196020_unified,"52.51539030,13.45401720",Q65706246,,,,,,,1960359.0
Bersarinplatz,tram,13,196021_unified,"52.51921500,13.45252570",Q65706258,,,,,,,1960116.0
Leninallee,tram,13,196022_unified,"52.52593430,13.44623680",Q65553230,,,,,,,1960702.0
Kniprodestr.,tram,13,196023_unified,"52.53252860,13.44068680",Q65707391,,,,,,,1960626.0
Greifswalderstr.,tram,13,196024_unified,"52.53649750,13.43340450",Q65548960,,,,,,,1960431.0
Prenzlauerallee,tram,13,196025_unified,"52.53965220,13.42447890",Q65222180,,,,,,,1960916.0
U-Bhf. Dimitroffstr.,tram,13,196026_unified,"52.54019280,13.41139790",Q65088313,,,,,,,19601220.0
Oderbergerstr.,tram,13,196027_unified,"52.54058396,13.40461901",,,,,,,,1960836.0
Daimlerstr.,tram,15,196028_unified,"52.42394996,13.38014505",,,,,,,,1960281.0
Bhf. Marienfelde,tram,15,196029_unified,"52.42613308,13.37505766",,,,,,,,1960156.0
Körtingstr.,tram,15,196030_unified,"52.43480273,13.37829568",,,,,,,,1964685.0
Mariendorferdamm,tram,15,196031_unified,"52.44016299,13.38723462",,,,,,,,1960768.0
Imbrosweg,tram,15,196032_unified,"52.44354186,13.39856469",,,,,,,,1960555.0
Mariendorfer Friedhof,tram,15,196033_unified,"52.44953069,13.40475593",,,,,,,,1960770.0
Industriestr.,tram,15,196034_unified,"52.45535023,13.40979439",,,,,,,,1960556.0
Germaniastr.,tram,15,196035_unified,"52.46053783,13.41800905",,,,,,,,1960399.0
Frauenklinik,tram,15,196036_unified,"52.46394991,13.42750955",,,,,,,,1960362.0
Hermannstr.,tram,15,196037_unified,"52.46476233,13.43281811",,,,,,,,1960507.0
U-Bhf. Neukölln,tram,15,196038_unified,"52.46965568,13.44161494",,,,,,,,19601242.0
Richardstr.,tram,15,196039_unified,"52.47097392,13.44630104",,,,,,,,1960978.0
Bhf. Sonnenallee,tram,15,196040_unified,"52.47414313,13.45549953",,,,,,,,1960168.0
Dammweg,tram,15,196041_unified,"52.47070358,13.46392233",,,,,,,,1960284.0
Schulenburgpark,tram,15,196042_unified,"52.46666061,13.47029259",,,,,,,,19601069.0
Wollinerstr.,tram,2,196043_unified,"52.53999960,13.40205640",Q65719652,,,,,,,19601376.0
Voltastr.,tram,2,196044_unified,"52.54147802,13.38925827",,,,,,,,19601285.0
Weddingplatz,tram,2,196045_unified,"52.54152536,13.36919855",,,,,,,,19601314.0
Rathenowerstr.,tram,2,196046_unified,"52.52356000,13.35779000",Q121863902,,,,,,,1960958.0
Stromstr.,tram,2,196047_unified,"52.52539213,13.34292152",,,,,,,,19601161.0
Gotzkowskybrücke,tram,2,196048_unified,"52.52256202,13.32897628",,,,,,,,1961419.0
U-Bhf. Ernst-Reuter-Platz,tram,2,196049_unified,"52.51172658,13.32260140",,,,,,,,19601222.0
Bhf. Zoo,tram,2,196050_unified,"52.50719346,13.33262988",,,,,,,,1960189.0
Wittenbergplatz,tram,2,196051_unified,"52.50185026,13.34309835",,,,,,,,19601370.0
Potsdamerstr.,tram,2,196052_unified,"52.49794769,13.36208745",,,,,,,,1960911.0
Bhf. Yorckstr.,tram,2,196053_unified,"52.49299429,13.36918932",,,,,,,,1960186.0
Mehringdamm,tram,2,196054_unified,"52.49298792,13.38795033",,,,,,,,1960788.0
Südstern,tram,2,196055_unified,"52.48920000,13.40758983",,,,,,,,19601173.0
Hermannplatz,tram,2,196056_unified,"52.48708557,13.42475245",,,,,,,,1960504.0
Spreewaldplatz,tram,2,196057_unified,"52.49792228,13.43061701",,,,,,,,19601121.0
Bhf. Rosenthal,tram,22,196058_unified,"52.59866400,13.37266520",Q65364041,,,,,,,1960162.0
Nordendstr.,tram,22,196059_unified,"52.58853400,13.38829520",Q65428345,,,,,,,1960831.0
Kurt-Fischer-Platz,tram,22,196060_unified,"52.57866800,13.39830160",Q65032974,,,,,,,1960662.0
"Pankow, Rathaus",tram,22,196061_unified,"52.56948160,13.40380450",Q65055060,,,,,,,1960879.0
"Pankow, Kirche",tram,22,196062_unified,"52.57064520,13.41031150",Q65055066,,,,,,,1960877.0
U-Bhf. Vinestr.,tram,22,196063_unified,"52.55961680,13.41323200",Q65075426,,,,,,,19601261.0
S-Bhf. Schönhauserallee,tram,22,196064_unified,"52.54936190,13.41357340",Q65088013,,,,,,,19611016.0
U-Bhf. Dimitroffstr.,tram,22,196065_unified,"52.54019280,13.41139790",Q65088313,,,,,,,19601220.0
Rosenthalerplatz,tram,22,196066_unified,"52.53017690,13.40161210",Q65093945,,,,,,,1960991.0
"Alexanderplatz, Memhardstr.",tram,22,196067_unified,"52.52334390,13.41107730",Q65227406,,,,,,,196016.0
Elisabethstr.,tram,22,196068_unified,"52.51764985,13.41804614",Q65364041,,,,,,,1960320.0
Wollinerstr.,tram,25,196069_unified,"52.53999960,13.40205640",Q65719652,,,,,,,19601376.0
Rügenerstr.,tram,25,196070_unified,"52.54476691,13.39098831",,,,,,,,19601003.0
Bhf. Gesundbrunnen,tram,25,196071_unified,"52.54913506,13.38715173",,,,,,,,1960132.0
Nauenerplatz,tram,25,196072_unified,"52.55153668,13.36735532",,,,,,,,1960806.0
Weddingplatz,tram,25,196073_unified,"52.54152536,13.36919855",,,,,,,,19601314.0
Augustenburgerplatz,tram,25,196074_unified,"52.54195473,13.34900443",,,,,,,,196067.0
Turmstr.,tram,25,196075_unified,"52.52637000,13.34044000",Q121907140,,,,,,,19601212.0
Gotzkowskystr.,tram,25,196076_unified,"52.52567491,13.33019833",,,,,,,,1960425.0
U-Bhf. Ernst-Reuter-Platz,tram,25,196077_unified,"52.51172658,13.32260140",,,,,,,,19601222.0
Bhf. Zoo,tram,25,196078_unified,"52.50719346,13.33262988",,,,,,,,1960189.0
Wittenbergplatz,tram,25,196079_unified,"52.50185026,13.34309835",,,,,,,,19601370.0
Wartburgplatz,tram,25,196080_unified,"52.48753778,13.34501784",,,,,,,,19601308.0
Rathaus Schöneberg,tram,25,196081_unified,"52.48509788,13.34507201",,,,,,,,1961933.0
Hauptstr.,tram,25,196082_unified,"52.48184786,13.34836694",,,,,,,,1960480.0
Gotenstr.,tram,25,196083_unified,"52.48012791,13.36027467",,,,,,,,1960419.0
Spreewaldplatz,tram,26,196084_unified,"52.49792228,13.43061701",,,,,,,,19601121.0
Reichenbergerstr.,tram,26,196085_unified,"52.49553525,13.43036295",,,,,,,,1960961.0
Glogauerstr.,tram,26,196086_unified,"52.49343700,13.43739125",,,,,,,,1960410.0
Sonnenallee,tram,26,196087_unified,"52.48613360,13.43023966",,,,,,,,19601106.0
Hermannplatz,tram,26,196088_unified,"52.48708557,13.42475245",,,,,,,,1960504.0
Weichselstr.,tram,26,196089_unified,"52.48313753,13.43148031",,,,,,,,19601315.0
Rathaus Neukölln,tram,26,196090_unified,"52.48159490,13.43427490",,,,,,,,1960941.0
Saltykowstr.,tram,26,196091_unified,"52.47670469,13.43911632",,,,,,,,19601036.0
Karl-Marx-Platz,tram,26,196092_unified,"52.47358383,13.44070604",,,,,,,,1960595.0
Silbersteinstr.,tram,26,196093_unified,"52.46723845,13.43846714",,,,,,,,19601103.0
Hermannstr.,tram,26,196094_unified,"52.46476233,13.43281811",,,,,,,,1960507.0
Städtische Frauenklinik,tram,26,196095_unified,"52.46365697,13.42461676",,,,,,,,19611141.0
Germaniastr.,tram,26,196096_unified,"52.46053783,13.41800905",,,,,,,,1960399.0
Bhf. Teltowkanal,tram,26,196097_unified,"52.45739188,13.41243858",,,,,,,,1960174.0
Industriestr.,tram,26,196098_unified,"52.45535023,13.40979439",,,,,,,,1960556.0
Hobrechtstr.,tram,27,196099_unified,"52.48856145,13.42672457",,,,,,,,1960520.0
Hasenheide,tram,27,1960100_unified,"52.48634143,13.42422212",,,,,,,,1960477.0
U-Bhf. Boddinstr.,tram,27,1960101_unified,"52.48027865,13.42516905",,,,,,,,19601216.0
U-Bhf. Leinestr.,tram,27,1960102_unified,"52.47359102,13.42801556",,,,,,,,19601238.0
Bhf. Hermannstr.,tram,27,1960103_unified,"52.46768666,13.43121090",,,,,,,,1960139.0
Mariendorferweg,tram,27,1960104_unified,"52.46469434,13.43293287",,,,,,,,1960771.0
Germaniapromenade,tram,27,1960105_unified,"52.46089359,13.43505442",,,,,,,,1960398.0
Gradestr.,tram,27,1960107_unified,"52.45261828,13.43855271",,,,,,,,1960426.0
Tempelhoferweg,tram,27,1960108_unified,"52.44890080,13.43621091",,,,,,,,19601192.0
Mariendorferallee,tram,27,1960109_unified,"52.44417699,13.43356753",,,,,,,,1960766.0
Gutschmidstr.,tram,27,1960110_unified,"52.44038856,13.43480701",,,,,,,,1960452.0
Kleinbahn,tram,27,1960111_unified,"52.43807132,13.43497223",,,,,,,,1960614.0
Dacchdeckerweg,tram,27,1960112_unified,"52.43211565,13.43514870",,,,,,,,1960277.0
Parkfriedhof Neukölln,tram,27,1960113_unified,"52.42876554,13.43498433",,,,,,,,1960887.0
Alt-Buckow,tram,27,1960114_unified,"52.42369898,13.43651094",,,,,,,,196019.0
Mühlenstr.,tram,3,1960115_unified,"52.50854394,13.43489758",,,,,,,,1960804.0
Bhf. Warschauer Brücke,tram,3,1960116_unified,"52.50804290,13.45059730",Q65706190,,,,,,,1960178.0
