stop_name,type,line_name,stop_id,location,identifier
"Moabit, Waldstr. Ecke Turmstr.",autobus,A1,19670_west,,
Otto-Suhr-Allee Ecke Cauerstr.,autobus,A1,19671_west,,
Kurfürstendamm Ecke Konstanzerstr.,autobus,A1,19672_west,,
U-Bhf. Fehrbellinerplatz,autobus,A1,19673_west,,
Detmolderstr. Ecke Blissestr.,autobus,A1,19674_west,,
Breitenbachplatz,autobus,A1,19675_west,,
Botanischer Garten,autobus,A1,19676_west,,
Pacelli/Theilallee,autobus,A1,19677_west,,
Clayallee Ecke Königin-Luise-Str.,autobus,A1,19678_west,,
U-Bhf. Oskar-Helene-Heim,autobus,A1,19679_west,,
Potsdamerstr. Ecke Clayallee,autobus,A1,196710_west,,
Rathaus Zehlendorf,autobus,A1,196711_west,,
Beeskowdamm Ecke Goerzallee,autobus,A1,196712_west,,
Wismarerstr. Ecke Lindenstr.,autobus,A1,196713_west,,
Lindenstr. Ecke Müllerstr.,autobus,A1,196714_west,,
Hardenbergplatz,autobus,A2,196715_west,,
Spichernstr. Ecke Joachimstalerstr.,autobus,A2,196716_west,,
Berlinerstr. Ecke Bundesallee,autobus,A2,196717_west,,
Bundesplatz,autobus,A2,196718_west,,
Friedrich-Wilhelm-Platz,autobus,A2,196719_west,,
Schloßstr. Ecke Feuerbachstr.,autobus,A2,196720_west,,
Alsenstr. Ecke Feuerbachstr.,autobus,A2,196721_west,,
Bergstr. Ecke Bismarckstr.,autobus,A2,196722_west,,
Steglitzerdamm Ecke Halskestr.,autobus,A2,196723_west,,
Leonorenstr. Ecke Albrechstr.,autobus,A2,196724_west,,
"Lankwitz, Kirche",autobus,A2,196725_west,,
Havensteinstr. Ecke Gallwitzstr.,autobus,A2,196726_west,,
Lerbacherweg Ecke Tautenbergstr.,autobus,A2,196727_west,,
Trippsteinstr.,autobus,A2,196728_west,,
Sonderhauserstr. Ecke Hildburghauserstr.,autobus,A2,196729_west,,
Rathaus Zehlendorf,autobus,A3,196730_west,,
Winifriedstr. Ecke Clayallee,autobus,A3,196731_west,,
U-Bhf. Oskar-Helene-Heim,autobus,A3,196732_west,,
U-Bhf. Onkel-Toms-Hütte,autobus,A3,196733_west,,
U-Bhf. Krumme Lanke,autobus,A3,196734_west,,
Bhf. Lindenthalerallee,autobus,A3,196735_west,,
Benschallee Ecke Potsdamerchaussee,autobus,A3,196736_west,,
Schopenhauerstrasse Ecke Spanischeallee,autobus,A3,196737_west,,
Borussenstr. Ecke Kronprizessinnenweg,autobus,A3,196738_west,,
Badeweg,autobus,A3,196739_west,,
Bhf. Wannsee,autobus,A3,196740_west,,
Am Großen Wannsee Ecke Königstr.,autobus,A3,196741_west,,
Pfaueninsel-Chaussee Ecke Königstr.,autobus,A3,196742_west,,
Rathaus Wannsee,autobus,A3,196743_west,,
"Stölpchensee, Wilhelmplatz",autobus,A3,196744_west,,
"Haselhorst, Kirche",autobus,A10,196745_west,,
Paulsternstr.,autobus,A10,196746_west,,
Verwaltungs-Gebäude,autobus,A10,196747_west,,
Spandauerdamm,autobus,A10,196748_west,,
U-Bhf. Kaiserdamm,autobus,A10,196749_west,,
Amtsgericht,autobus,A10,196750_west,,
Kurfürstendamm Ecke Joachimsthalerstr.,autobus,A10,196751_west,,
Henriettenplatz,autobus,A10,196752_west,,
Elsterplatz,autobus,A10,196753_west,,
Königin-Luise-Str. Ecke Pacelliallee,autobus,A10,196754_west,,
U-Bhf. Thielplatz,autobus,A10,196755_west,,
Berlinerstr. Ecke Unter den Eichen,autobus,A10,196756_west,,
Teltowerdamm Ecke Machnowerstr.,autobus,A10,196757_west,,
Behring-Krankenhaus,autobus,A10,196758_west,,
Lupsteinerweg,autobus,A10,196759_west,,
Saargemünderstr. Ecke Clayallee,autobus,A11,196760_west,,
U-Bhf. Oskar-Helene-Heim,autobus,A11,196761_west,,
Ihnestr.,autobus,A11,196762_west,,
