stop_name,type,line_name,stop_id,location,identifier,latitude,longitude,match_score,matched_name,matched_stop_id,matched_historical_lines,location_from
Invalidenstr. Ecke Chausseestr.,tram,63,196781_east,,,,,,,,,
Invalidenstr. Ecke Chausseestr.,tram,73,1967142_east,,,,,,,,,
Walter-Ulbricht-Stadion u ber Greifswalderstr.,tram,73,1967143_east,,,,,,,,,
Wendenschloß Ecke Eckhofstr.,tram,83,1967186_east,,,,,,,,,
Müggelheimerstr./Wendenschloßstr.,tram,95,1967259_east,,,,,,,,,
Fahlenbergstr. Ecke fürstenwalderallee,autobus,A22,1967281_east,,,,,,,,,
"Kolonie ""land In Sonne""",autobus,A39,1967326_east,,,,,,,,,
"Hohenschönhausen, Falkenbergerstr.",autobus,A39,1967327_east,,,,,,,,,
Lpg Falkenberg,autobus,A46,1967373_east,,,,,,,,,
Funk- Und Fernmeldeanlage,autobus,A54,1967406_east,,,,,,,,,
Platz vor Dem Neuen Tor,autobus,A57,1967422_east,,,,,,,,,
Ostbahnhof,omnibus,O30,1967630_east,,,,,,,,,
Küstrinerplatz,omnibus,O30,1967631_east,,,,,,,,,
Warschauerstr.,omnibus,O30,1967632_east,,,,,,,,,
Boxhagenerstr. Ecke Holteistr.,omnibus,O30,1967633_east,,,,,,,,,
S-Bhf. Rummelsburg,omnibus,O30,1967634_east,,,,,,,,,
Weitlingstr.,omnibus,O30,1967635_east,,,,,,,,,
Bhf. Lichtenberg,omnibus,O30,1967636_east,,,,,,,,,
Obus-Bf. Siegfriedstr.,omnibus,O30,1967637_east,,,,,,,,,
Herzbergstr.,omnibus,O30,1967638_east,,,,,,,,,
Roederplatz,omnibus,O30,1967639_east,,,,,,,,,
Proskauer Ecke Dolzigerstr.,omnibus,O30,1967640_east,,,,,,,,,
Ebertystr. Ecke Leninallee,omnibus,O30,1967641_east,,,,,,,,,
Greifswalderstr. Ecke Dimitroffstr.,omnibus,O30,1967642_east,,,,,,,,,
Königstor,omnibus,O30,1967643_east,,,,,,,,,
U-Bhf. Luxemburgplatz,omnibus,O30,1967644_east,,,,,,,,,
Rosenthalerplatz,omnibus,O30,1967645_east,,,,,,,,,
Robert-Koch-Platz,omnibus,O30,1967646_east,,,,,,,,,
Dimitroffstr. vor Cotheniusstr.,omnibus,O37,1967647_east,,,,,,,,,
S-Bhf. Leninallee,omnibus,O37,1967648_east,,,,,,,,,
Weißenseerweg,omnibus,O37,1967649_east,,,,,,,,,
Genslerstr. Ecke Landsbergerchaussee,omnibus,O37,1967650_east,,,,,,,,,
Dingelstädterstr. Ecke Landsbergerchaussee,omnibus,O37,1967651_east,,,,,,,,,
Bürknersfelde,omnibus,O37,1967652_east,,,,,,,,,
Marzahnerchaussee Ecke Berlinerchaussee,omnibus,O37,1967653_east,,,,,,,,,
"Alt-Marzahn, Kirche",omnibus,O37,1967654_east,,,,,,,,,
Elisabethstr.,omnibus,O37,1967655_east,,,,,,,,,
Boschpolerstr.,omnibus,O37,1967656_east,,,,,,,,,
S-Bhf. Biesdorf,omnibus,O37,1967657_east,,,,,,,,,
"Alt-Biesdorf, Oberfeldstr.",omnibus,O37,1967658_east,,,,,,,,,
"Alt-Friedrichsfelde, Am Tierpark",omnibus,O37,1967659_east,,,,,,,,,
Bhf. Lichtenberg,omnibus,O37,1967660_east,,,,,,,,,
Ostbahnhof,omnibus,O40,1967661_east,,,,,,,,,
Küstrinerplatz,omnibus,O40,1967662_east,,,,,,,,,
Leninplatz,omnibus,O40,1967663_east,,,,,,,,,
Königstor,omnibus,O40,1967664_east,,,,,,,,,
Rosenthalerplatz,omnibus,O40,1967665_east,,,,,,,,,
Oranienburger Tor,omnibus,O40,1967666_east,,,,,,,,,
Robert-Koch-Platz,omnibus,O40,1967667_east,,,,,,,,,
